,state,case_count
0,Alabama,62
0,Alaska,64
0,Arizona,2096
0,Arkansas,106
0,California,2908
0,Colorado,84
0,Connecticut,45
0,Delaware,30
0,District of Columbia,56
0,Florida,898
0,Georgia,263
0,Guam,3
0,Hawaii,68
0,Idaho,22
0,Illinois,271
0,Indiana,57
0,Iowa,16
0,Kansas,25
0,Kentucky,78
0,Louisiana,149
0,Maine,26
0,Maryland,346
0,Massachusetts,203
0,Michigan,337
0,Minnesota,48
0,Mississippi,59
0,Missouri,116
0,Montana,14
0,Nebraska,5
0,Nevada,321
0,New Hampshire,7
0,New Jersey,451
0,New Mexico,163
0,New York,1467
0,North Carolina,163
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,112
0,Oklahoma,113
0,Oregon,146
0,Pennsylvania,321
0,Puerto Rico,353
0,Rhode Island,25
0,South Carolina,74
0,South Dakota,3
0,Tennessee,109
0,Texas,2007
0,Utah,49
0,Vermont,7
0,Virgin Islands,2
0,Virginia,220
0,Washington,160
0,West Virginia,32
0,Wisconsin,47
0,Wyoming,7
