,state,case_count
0,Alabama,293
0,Alaska,1287
0,Arizona,1052
0,Arkansas,359
0,California,3489
0,Colorado,382
0,Connecticut,212
0,Delaware,61
0,District of Columbia,51
0,Florida,1741
0,Georgia,421
0,Guam,4
0,Hawaii,241
0,Idaho,129
0,Illinois,418
0,Indiana,222
0,Iowa,109
0,Kansas,130
0,Kentucky,340
0,Louisiana,531
0,Maine,146
0,Maryland,217
0,Massachusetts,200
0,Michigan,598
0,Minnesota,200
0,Mississippi,188
0,Missouri,455
0,Montana,104
0,Nebraska,93
0,Nevada,217
0,New Hampshire,55
0,New Jersey,399
0,New Mexico,251
0,New York,1074
0,North Carolina,613
0,North Dakota,39
0,Northern Mariana Islands,2
0,Ohio,414
0,Oklahoma,667
0,Oregon,542
0,Pennsylvania,501
0,Puerto Rico,25
0,Rhode Island,29
0,South Carolina,277
0,South Dakota,35
0,Tennessee,832
0,Texas,2799
0,Utah,153
0,Vermont,55
0,Virgin Islands,16
0,Virginia,344
0,Washington,874
0,West Virginia,140
0,Wisconsin,206
0,Wyoming,55
