,state,case_count
0,Alabama,297
0,Alaska,1288
0,Arizona,1070
0,Arkansas,368
0,California,3535
0,Colorado,390
0,Connecticut,222
0,Delaware,62
0,District of Columbia,51
0,Florida,2352
0,Georgia,424
0,Guam,4
0,Hawaii,246
0,Idaho,129
0,Illinois,432
0,Indiana,227
0,Iowa,107
0,Kansas,124
0,Kentucky,357
0,Louisiana,523
0,Maine,147
0,Maryland,222
0,Massachusetts,209
0,Michigan,595
0,Minnesota,199
0,Mississippi,188
0,Missouri,450
0,Montana,105
0,Nebraska,93
0,Nevada,223
0,New Hampshire,55
0,New Jersey,410
0,New Mexico,253
0,New York,1049
0,North Carolina,618
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,682
0,Oregon,555
0,Pennsylvania,507
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,34
0,Tennessee,865
0,Texas,2781
0,Utah,153
0,Vermont,55
0,Virgin Islands,16
0,Virginia,349
0,Washington,893
0,West Virginia,142
0,Wisconsin,215
0,Wyoming,59
