,state,case_count
0,Alabama,294
0,Alaska,1288
0,Arizona,1117
0,Arkansas,349
0,California,3732
0,Colorado,388
0,Connecticut,225
0,Delaware,65
0,District of Columbia,53
0,Florida,2172
0,Georgia,473
0,Guam,4
0,Hawaii,278
0,Idaho,129
0,Illinois,472
0,Indiana,240
0,Iowa,112
0,Kansas,138
0,Kentucky,348
0,Louisiana,507
0,Maine,150
0,Maryland,245
0,Massachusetts,222
0,Michigan,603
0,Minnesota,204
0,Mississippi,200
0,Missouri,458
0,Montana,112
0,Nebraska,86
0,Nevada,248
0,New Hampshire,63
0,New Jersey,442
0,New Mexico,264
0,New York,1055
0,North Carolina,652
0,North Dakota,41
0,Northern Mariana Islands,2
0,Ohio,432
0,Oklahoma,648
0,Oregon,573
0,Pennsylvania,522
0,Puerto Rico,26
0,Rhode Island,38
0,South Carolina,286
0,South Dakota,36
0,Tennessee,992
0,Texas,2827
0,Utah,154
0,Vermont,56
0,Virgin Islands,16
0,Virginia,351
0,Washington,919
0,West Virginia,134
0,Wisconsin,224
0,Wyoming,61
