,state,case_count
0,Alabama,290
0,Alaska,1306
0,Arizona,1071
0,Arkansas,376
0,California,3566
0,Colorado,373
0,Connecticut,220
0,Delaware,62
0,District of Columbia,51
0,Florida,2434
0,Georgia,425
0,Guam,4
0,Hawaii,258
0,Idaho,128
0,Illinois,466
0,Indiana,233
0,Iowa,110
0,Kansas,126
0,Kentucky,359
0,Louisiana,515
0,Maine,149
0,Maryland,226
0,Massachusetts,214
0,Michigan,591
0,Minnesota,200
0,Mississippi,193
0,Missouri,459
0,Montana,107
0,Nebraska,89
0,Nevada,221
0,New Hampshire,57
0,New Jersey,412
0,New Mexico,251
0,New York,1040
0,North Carolina,626
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,416
0,Oklahoma,691
0,Oregon,554
0,Pennsylvania,513
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,38
0,Tennessee,914
0,Texas,2718
0,Utah,152
0,Vermont,55
0,Virgin Islands,16
0,Virginia,352
0,Washington,899
0,West Virginia,142
0,Wisconsin,217
0,Wyoming,59
