,state,case_count
0,Alabama,195
0,Alaska,1
0,Arizona,179
0,Arkansas,19
0,California,2987
0,Colorado,189
0,Connecticut,404
0,Delaware,9
0,District of Columbia,187
0,Florida,105
0,Georgia,304
0,Guam,0
0,Hawaii,522
0,Idaho,271
0,Illinois,74
0,Indiana,12
0,Iowa,13
0,Kansas,10
0,Kentucky,3
0,Louisiana,15
0,Maine,0
0,Maryland,2
0,Massachusetts,639
0,Michigan,196
0,Minnesota,0
0,Mississippi,1
0,Missouri,33
0,Montana,0
0,Nebraska,0
0,Nevada,349
0,New Hampshire,2
0,New Jersey,185
0,New Mexico,7
0,New York,6253
0,North Carolina,51
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,133
0,Oklahoma,134
0,Oregon,56
0,Pennsylvania,124
0,Puerto Rico,0
0,Rhode Island,0
0,South Carolina,74
0,South Dakota,0
0,Tennessee,672
0,Texas,1003
0,Utah,30
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1656
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,7
