,state,case_count
0,Alabama,294
0,Alaska,1307
0,Arizona,1098
0,Arkansas,357
0,California,3618
0,Colorado,373
0,Connecticut,227
0,Delaware,64
0,District of Columbia,53
0,Florida,2434
0,Georgia,434
0,Guam,4
0,Hawaii,264
0,Idaho,131
0,Illinois,461
0,Indiana,240
0,Iowa,111
0,Kansas,128
0,Kentucky,362
0,Louisiana,515
0,Maine,149
0,Maryland,234
0,Massachusetts,215
0,Michigan,593
0,Minnesota,201
0,Mississippi,195
0,Missouri,460
0,Montana,111
0,Nebraska,90
0,Nevada,230
0,New Hampshire,60
0,New Jersey,420
0,New Mexico,250
0,New York,1048
0,North Carolina,647
0,North Dakota,38
0,Northern Mariana Islands,2
0,Ohio,427
0,Oklahoma,697
0,Oregon,556
0,Pennsylvania,520
0,Puerto Rico,26
0,Rhode Island,33
0,South Carolina,290
0,South Dakota,37
0,Tennessee,930
0,Texas,2748
0,Utah,150
0,Vermont,56
0,Virgin Islands,16
0,Virginia,352
0,Washington,907
0,West Virginia,143
0,Wisconsin,222
0,Wyoming,62
