,state,case_count
0,Alabama,297
0,Alaska,1298
0,Arizona,1077
0,Arkansas,367
0,California,3516
0,Colorado,387
0,Connecticut,216
0,Delaware,63
0,District of Columbia,51
0,Florida,2447
0,Georgia,427
0,Guam,4
0,Hawaii,246
0,Idaho,129
0,Illinois,429
0,Indiana,226
0,Iowa,108
0,Kansas,124
0,Kentucky,357
0,Louisiana,528
0,Maine,146
0,Maryland,222
0,Massachusetts,205
0,Michigan,597
0,Minnesota,199
0,Mississippi,188
0,Missouri,448
0,Montana,106
0,Nebraska,93
0,Nevada,221
0,New Hampshire,55
0,New Jersey,400
0,New Mexico,254
0,New York,1054
0,North Carolina,613
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,409
0,Oklahoma,681
0,Oregon,552
0,Pennsylvania,507
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,34
0,Tennessee,855
0,Texas,2780
0,Utah,154
0,Vermont,55
0,Virgin Islands,16
0,Virginia,348
0,Washington,890
0,West Virginia,142
0,Wisconsin,212
0,Wyoming,59
