,state,case_count
0,Alabama,294
0,Alaska,1304
0,Arizona,1100
0,Arkansas,356
0,California,3618
0,Colorado,375
0,Connecticut,227
0,Delaware,65
0,District of Columbia,53
0,Florida,2412
0,Georgia,433
0,Guam,4
0,Hawaii,264
0,Idaho,131
0,Illinois,460
0,Indiana,240
0,Iowa,111
0,Kansas,129
0,Kentucky,359
0,Louisiana,515
0,Maine,149
0,Maryland,235
0,Massachusetts,216
0,Michigan,593
0,Minnesota,201
0,Mississippi,195
0,Missouri,459
0,Montana,111
0,Nebraska,88
0,Nevada,231
0,New Hampshire,60
0,New Jersey,423
0,New Mexico,250
0,New York,1049
0,North Carolina,647
0,North Dakota,38
0,Northern Mariana Islands,2
0,Ohio,428
0,Oklahoma,678
0,Oregon,557
0,Pennsylvania,520
0,Puerto Rico,26
0,Rhode Island,33
0,South Carolina,290
0,South Dakota,37
0,Tennessee,943
0,Texas,2749
0,Utah,150
0,Vermont,56
0,Virgin Islands,16
0,Virginia,352
0,Washington,909
0,West Virginia,142
0,Wisconsin,222
0,Wyoming,61
