,state,case_count
0,Alabama,297
0,Alaska,1298
0,Arizona,1074
0,Arkansas,365
0,California,3555
0,Colorado,385
0,Connecticut,219
0,Delaware,62
0,District of Columbia,50
0,Florida,2329
0,Georgia,429
0,Guam,4
0,Hawaii,249
0,Idaho,128
0,Illinois,430
0,Indiana,229
0,Iowa,107
0,Kansas,125
0,Kentucky,357
0,Louisiana,521
0,Maine,146
0,Maryland,224
0,Massachusetts,209
0,Michigan,597
0,Minnesota,199
0,Mississippi,189
0,Missouri,450
0,Montana,106
0,Nebraska,93
0,Nevada,223
0,New Hampshire,56
0,New Jersey,408
0,New Mexico,250
0,New York,1048
0,North Carolina,616
0,North Dakota,35
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,684
0,Oregon,558
0,Pennsylvania,507
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,279
0,South Dakota,35
0,Tennessee,885
0,Texas,2751
0,Utah,157
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,895
0,West Virginia,140
0,Wisconsin,215
0,Wyoming,59
