,state,case_count
0,Alabama,295
0,Alaska,1292
0,Arizona,1072
0,Arkansas,369
0,California,3559
0,Colorado,372
0,Connecticut,218
0,Delaware,62
0,District of Columbia,50
0,Florida,2392
0,Georgia,426
0,Guam,4
0,Hawaii,249
0,Idaho,128
0,Illinois,429
0,Indiana,232
0,Iowa,109
0,Kansas,126
0,Kentucky,359
0,Louisiana,514
0,Maine,149
0,Maryland,226
0,Massachusetts,212
0,Michigan,593
0,Minnesota,199
0,Mississippi,193
0,Missouri,457
0,Montana,107
0,Nebraska,90
0,Nevada,222
0,New Hampshire,57
0,New Jersey,412
0,New Mexico,249
0,New York,1043
0,North Carolina,622
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,416
0,Oklahoma,675
0,Oregon,554
0,Pennsylvania,515
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,283
0,South Dakota,36
0,Tennessee,899
0,Texas,2710
0,Utah,154
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,905
0,West Virginia,140
0,Wisconsin,217
0,Wyoming,59
