,state,case_count
0,Alabama,292
0,Alaska,1322
0,Arizona,1074
0,Arkansas,363
0,California,3592
0,Colorado,376
0,Connecticut,222
0,Delaware,62
0,District of Columbia,51
0,Florida,2526
0,Georgia,426
0,Guam,4
0,Hawaii,261
0,Idaho,130
0,Illinois,462
0,Indiana,234
0,Iowa,110
0,Kansas,127
0,Kentucky,359
0,Louisiana,514
0,Maine,148
0,Maryland,227
0,Massachusetts,214
0,Michigan,585
0,Minnesota,201
0,Mississippi,193
0,Missouri,455
0,Montana,114
0,Nebraska,90
0,Nevada,222
0,New Hampshire,57
0,New Jersey,417
0,New Mexico,250
0,New York,1041
0,North Carolina,644
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,421
0,Oklahoma,692
0,Oregon,556
0,Pennsylvania,516
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,280
0,South Dakota,38
0,Tennessee,925
0,Texas,2727
0,Utah,150
0,Vermont,55
0,Virgin Islands,16
0,Virginia,355
0,Washington,899
0,West Virginia,142
0,Wisconsin,216
0,Wyoming,60
