,state,case_count
0,Alabama,290
0,Alaska,1300
0,Arizona,1071
0,Arkansas,371
0,California,3568
0,Colorado,372
0,Connecticut,218
0,Delaware,62
0,District of Columbia,51
0,Florida,2421
0,Georgia,428
0,Guam,4
0,Hawaii,255
0,Idaho,128
0,Illinois,463
0,Indiana,234
0,Iowa,110
0,Kansas,125
0,Kentucky,359
0,Louisiana,515
0,Maine,149
0,Maryland,224
0,Massachusetts,214
0,Michigan,592
0,Minnesota,201
0,Mississippi,192
0,Missouri,457
0,Montana,107
0,Nebraska,89
0,Nevada,221
0,New Hampshire,57
0,New Jersey,412
0,New Mexico,251
0,New York,1041
0,North Carolina,625
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,414
0,Oklahoma,682
0,Oregon,554
0,Pennsylvania,512
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,282
0,South Dakota,37
0,Tennessee,907
0,Texas,2716
0,Utah,152
0,Vermont,55
0,Virgin Islands,16
0,Virginia,352
0,Washington,900
0,West Virginia,142
0,Wisconsin,218
0,Wyoming,59
