,state,case_count
0,Alabama,295
0,Alaska,1297
0,Arizona,1078
0,Arkansas,360
0,California,3557
0,Colorado,367
0,Connecticut,219
0,Delaware,62
0,District of Columbia,50
0,Florida,2368
0,Georgia,425
0,Guam,4
0,Hawaii,250
0,Idaho,128
0,Illinois,428
0,Indiana,231
0,Iowa,108
0,Kansas,125
0,Kentucky,356
0,Louisiana,515
0,Maine,147
0,Maryland,225
0,Massachusetts,210
0,Michigan,595
0,Minnesota,199
0,Mississippi,189
0,Missouri,457
0,Montana,106
0,Nebraska,92
0,Nevada,223
0,New Hampshire,56
0,New Jersey,408
0,New Mexico,253
0,New York,1041
0,North Carolina,609
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,412
0,Oklahoma,684
0,Oregon,553
0,Pennsylvania,505
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,36
0,Tennessee,891
0,Texas,2735
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,350
0,Washington,898
0,West Virginia,138
0,Wisconsin,215
0,Wyoming,59
