,state,case_count
0,Alabama,296
0,Alaska,1288
0,Arizona,1071
0,Arkansas,374
0,California,3534
0,Colorado,384
0,Connecticut,220
0,Delaware,61
0,District of Columbia,52
0,Florida,1757
0,Georgia,429
0,Guam,4
0,Hawaii,241
0,Idaho,131
0,Illinois,427
0,Indiana,228
0,Iowa,108
0,Kansas,124
0,Kentucky,357
0,Louisiana,530
0,Maine,146
0,Maryland,213
0,Massachusetts,200
0,Michigan,600
0,Minnesota,200
0,Mississippi,188
0,Missouri,454
0,Montana,104
0,Nebraska,94
0,Nevada,220
0,New Hampshire,54
0,New Jersey,395
0,New Mexico,254
0,New York,1055
0,North Carolina,621
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,413
0,Oklahoma,656
0,Oregon,542
0,Pennsylvania,501
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,278
0,South Dakota,34
0,Tennessee,840
0,Texas,2808
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,346
0,Washington,883
0,West Virginia,140
0,Wisconsin,210
0,Wyoming,59
