,state,case_count
0,Alabama,61
0,Alaska,64
0,Arizona,2123
0,Arkansas,105
0,California,2970
0,Colorado,81
0,Connecticut,46
0,Delaware,29
0,District of Columbia,55
0,Florida,884
0,Georgia,253
0,Guam,3
0,Hawaii,70
0,Idaho,20
0,Illinois,422
0,Indiana,52
0,Iowa,18
0,Kansas,27
0,Kentucky,86
0,Louisiana,146
0,Maine,28
0,Maryland,357
0,Massachusetts,196
0,Michigan,330
0,Minnesota,61
0,Mississippi,70
0,Missouri,111
0,Montana,16
0,Nebraska,5
0,Nevada,302
0,New Hampshire,8
0,New Jersey,453
0,New Mexico,289
0,New York,1486
0,North Carolina,156
0,North Dakota,3
0,Northern Mariana Islands,0
0,Ohio,98
0,Oklahoma,112
0,Oregon,147
0,Pennsylvania,355
0,Puerto Rico,340
0,Rhode Island,24
0,South Carolina,79
0,South Dakota,3
0,Tennessee,108
0,Texas,2112
0,Utah,49
0,Vermont,7
0,Virgin Islands,2
0,Virginia,330
0,Washington,189
0,West Virginia,29
0,Wisconsin,52
0,Wyoming,8
