,state,case_count
0,Alabama,296
0,Alaska,1293
0,Arizona,1081
0,Arkansas,359
0,California,3565
0,Colorado,382
0,Connecticut,216
0,Delaware,62
0,District of Columbia,50
0,Florida,2316
0,Georgia,428
0,Guam,4
0,Hawaii,250
0,Idaho,128
0,Illinois,428
0,Indiana,229
0,Iowa,107
0,Kansas,125
0,Kentucky,356
0,Louisiana,516
0,Maine,147
0,Maryland,226
0,Massachusetts,210
0,Michigan,592
0,Minnesota,199
0,Mississippi,189
0,Missouri,449
0,Montana,106
0,Nebraska,92
0,Nevada,222
0,New Hampshire,56
0,New Jersey,408
0,New Mexico,251
0,New York,1047
0,North Carolina,607
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,409
0,Oklahoma,676
0,Oregon,558
0,Pennsylvania,510
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,279
0,South Dakota,35
0,Tennessee,886
0,Texas,2728
0,Utah,157
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,895
0,West Virginia,139
0,Wisconsin,215
0,Wyoming,59
