,state,case_count
0,Alabama,292
0,Alaska,1304
0,Arizona,1110
0,Arkansas,353
0,California,3662
0,Colorado,379
0,Connecticut,227
0,Delaware,64
0,District of Columbia,51
0,Florida,2370
0,Georgia,434
0,Guam,4
0,Hawaii,267
0,Idaho,132
0,Illinois,461
0,Indiana,238
0,Iowa,113
0,Kansas,131
0,Kentucky,359
0,Louisiana,514
0,Maine,149
0,Maryland,241
0,Massachusetts,221
0,Michigan,591
0,Minnesota,201
0,Mississippi,196
0,Missouri,455
0,Montana,110
0,Nebraska,88
0,Nevada,235
0,New Hampshire,61
0,New Jersey,432
0,New Mexico,257
0,New York,1046
0,North Carolina,652
0,North Dakota,39
0,Northern Mariana Islands,2
0,Ohio,425
0,Oklahoma,657
0,Oregon,562
0,Pennsylvania,520
0,Puerto Rico,26
0,Rhode Island,34
0,South Carolina,290
0,South Dakota,37
0,Tennessee,953
0,Texas,2740
0,Utah,154
0,Vermont,58
0,Virgin Islands,16
0,Virginia,357
0,Washington,911
0,West Virginia,141
0,Wisconsin,219
0,Wyoming,61
