,state,case_count
0,Alabama,297
0,Alaska,1286
0,Arizona,1071
0,Arkansas,371
0,California,3546
0,Colorado,390
0,Connecticut,219
0,Delaware,62
0,District of Columbia,51
0,Florida,2339
0,Georgia,424
0,Guam,4
0,Hawaii,247
0,Idaho,129
0,Illinois,432
0,Indiana,227
0,Iowa,107
0,Kansas,124
0,Kentucky,357
0,Louisiana,523
0,Maine,146
0,Maryland,223
0,Massachusetts,210
0,Michigan,597
0,Minnesota,199
0,Mississippi,188
0,Missouri,451
0,Montana,107
0,Nebraska,93
0,Nevada,224
0,New Hampshire,55
0,New Jersey,412
0,New Mexico,253
0,New York,1049
0,North Carolina,619
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,681
0,Oregon,557
0,Pennsylvania,508
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,34
0,Tennessee,866
0,Texas,2777
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,351
0,Washington,892
0,West Virginia,142
0,Wisconsin,215
0,Wyoming,59
