,state,case_count
0,Alabama,293
0,Alaska,1284
0,Arizona,1122
0,Arkansas,348
0,California,3705
0,Colorado,390
0,Connecticut,222
0,Delaware,65
0,District of Columbia,51
0,Florida,2275
0,Georgia,464
0,Guam,4
0,Hawaii,276
0,Idaho,129
0,Illinois,468
0,Indiana,235
0,Iowa,112
0,Kansas,138
0,Kentucky,353
0,Louisiana,509
0,Maine,149
0,Maryland,244
0,Massachusetts,223
0,Michigan,596
0,Minnesota,203
0,Mississippi,200
0,Missouri,458
0,Montana,111
0,Nebraska,86
0,Nevada,249
0,New Hampshire,64
0,New Jersey,434
0,New Mexico,260
0,New York,1059
0,North Carolina,657
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,429
0,Oklahoma,656
0,Oregon,570
0,Pennsylvania,525
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,289
0,South Dakota,38
0,Tennessee,966
0,Texas,2758
0,Utah,152
0,Vermont,56
0,Virgin Islands,16
0,Virginia,353
0,Washington,913
0,West Virginia,135
0,Wisconsin,221
0,Wyoming,60
