,state,case_count
0,Alabama,290
0,Alaska,1302
0,Arizona,1072
0,Arkansas,375
0,California,3573
0,Colorado,374
0,Connecticut,221
0,Delaware,62
0,District of Columbia,51
0,Florida,2508
0,Georgia,426
0,Guam,4
0,Hawaii,260
0,Idaho,128
0,Illinois,469
0,Indiana,233
0,Iowa,110
0,Kansas,126
0,Kentucky,359
0,Louisiana,515
0,Maine,148
0,Maryland,226
0,Massachusetts,214
0,Michigan,586
0,Minnesota,200
0,Mississippi,193
0,Missouri,457
0,Montana,109
0,Nebraska,89
0,Nevada,221
0,New Hampshire,57
0,New Jersey,412
0,New Mexico,251
0,New York,1038
0,North Carolina,629
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,418
0,Oklahoma,691
0,Oregon,554
0,Pennsylvania,514
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,38
0,Tennessee,921
0,Texas,2726
0,Utah,152
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,897
0,West Virginia,142
0,Wisconsin,216
0,Wyoming,60
