,state,case_count
0,Alabama,61
0,Alaska,63
0,Arizona,2126
0,Arkansas,106
0,California,2942
0,Colorado,81
0,Connecticut,48
0,Delaware,30
0,District of Columbia,56
0,Florida,888
0,Georgia,257
0,Guam,3
0,Hawaii,71
0,Idaho,20
0,Illinois,426
0,Indiana,53
0,Iowa,18
0,Kansas,25
0,Kentucky,82
0,Louisiana,148
0,Maine,28
0,Maryland,353
0,Massachusetts,197
0,Michigan,339
0,Minnesota,48
0,Mississippi,70
0,Missouri,109
0,Montana,16
0,Nebraska,5
0,Nevada,310
0,New Hampshire,8
0,New Jersey,451
0,New Mexico,226
0,New York,1485
0,North Carolina,159
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,101
0,Oklahoma,112
0,Oregon,147
0,Pennsylvania,354
0,Puerto Rico,341
0,Rhode Island,25
0,South Carolina,76
0,South Dakota,3
0,Tennessee,107
0,Texas,2106
0,Utah,47
0,Vermont,7
0,Virgin Islands,2
0,Virginia,297
0,Washington,179
0,West Virginia,31
0,Wisconsin,49
0,Wyoming,9
