,state,case_count
0,Alabama,297
0,Alaska,1298
0,Arizona,1077
0,Arkansas,361
0,California,3555
0,Colorado,384
0,Connecticut,218
0,Delaware,62
0,District of Columbia,50
0,Florida,2398
0,Georgia,428
0,Guam,4
0,Hawaii,250
0,Idaho,128
0,Illinois,431
0,Indiana,229
0,Iowa,107
0,Kansas,125
0,Kentucky,357
0,Louisiana,517
0,Maine,147
0,Maryland,227
0,Massachusetts,210
0,Michigan,594
0,Minnesota,199
0,Mississippi,189
0,Missouri,449
0,Montana,106
0,Nebraska,93
0,Nevada,221
0,New Hampshire,56
0,New Jersey,407
0,New Mexico,250
0,New York,1048
0,North Carolina,611
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,678
0,Oregon,558
0,Pennsylvania,511
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,279
0,South Dakota,35
0,Tennessee,886
0,Texas,2742
0,Utah,157
0,Vermont,55
0,Virgin Islands,16
0,Virginia,354
0,Washington,896
0,West Virginia,139
0,Wisconsin,216
0,Wyoming,59
