,state,case_count
0,Alabama,294
0,Alaska,1311
0,Arizona,1090
0,Arkansas,357
0,California,3608
0,Colorado,373
0,Connecticut,226
0,Delaware,62
0,District of Columbia,53
0,Florida,2458
0,Georgia,428
0,Guam,4
0,Hawaii,264
0,Idaho,130
0,Illinois,460
0,Indiana,239
0,Iowa,111
0,Kansas,128
0,Kentucky,361
0,Louisiana,515
0,Maine,149
0,Maryland,233
0,Massachusetts,214
0,Michigan,590
0,Minnesota,201
0,Mississippi,193
0,Missouri,460
0,Montana,110
0,Nebraska,90
0,Nevada,227
0,New Hampshire,59
0,New Jersey,417
0,New Mexico,249
0,New York,1047
0,North Carolina,639
0,North Dakota,38
0,Northern Mariana Islands,2
0,Ohio,428
0,Oklahoma,697
0,Oregon,555
0,Pennsylvania,519
0,Puerto Rico,26
0,Rhode Island,32
0,South Carolina,289
0,South Dakota,37
0,Tennessee,933
0,Texas,2757
0,Utah,151
0,Vermont,56
0,Virgin Islands,16
0,Virginia,353
0,Washington,906
0,West Virginia,142
0,Wisconsin,224
0,Wyoming,62
