,state,case_count
0,Alabama,291
0,Alaska,1300
0,Arizona,1113
0,Arkansas,354
0,California,3669
0,Colorado,383
0,Connecticut,220
0,Delaware,64
0,District of Columbia,51
0,Florida,2365
0,Georgia,455
0,Guam,4
0,Hawaii,268
0,Idaho,132
0,Illinois,461
0,Indiana,235
0,Iowa,113
0,Kansas,132
0,Kentucky,349
0,Louisiana,513
0,Maine,149
0,Maryland,241
0,Massachusetts,222
0,Michigan,590
0,Minnesota,202
0,Mississippi,198
0,Missouri,460
0,Montana,111
0,Nebraska,86
0,Nevada,249
0,New Hampshire,61
0,New Jersey,433
0,New Mexico,257
0,New York,1046
0,North Carolina,647
0,North Dakota,39
0,Northern Mariana Islands,2
0,Ohio,428
0,Oklahoma,640
0,Oregon,562
0,Pennsylvania,522
0,Puerto Rico,26
0,Rhode Island,38
0,South Carolina,289
0,South Dakota,37
0,Tennessee,951
0,Texas,2763
0,Utah,152
0,Vermont,57
0,Virgin Islands,16
0,Virginia,356
0,Washington,910
0,West Virginia,140
0,Wisconsin,219
0,Wyoming,61
