,state,case_count
0,Alabama,216
0,Alaska,1
0,Arizona,180
0,Arkansas,21
0,California,3161
0,Colorado,202
0,Connecticut,433
0,Delaware,15
0,District of Columbia,214
0,Florida,119
0,Georgia,306
0,Guam,0
0,Hawaii,544
0,Idaho,280
0,Illinois,84
0,Indiana,12
0,Iowa,14
0,Kansas,61
0,Kentucky,3
0,Louisiana,15
0,Maine,0
0,Maryland,2
0,Massachusetts,665
0,Michigan,206
0,Minnesota,0
0,Mississippi,1
0,Missouri,33
0,Montana,0
0,Nebraska,0
0,Nevada,356
0,New Hampshire,2
0,New Jersey,182
0,New Mexico,7
0,New York,6506
0,North Carolina,49
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,140
0,Oklahoma,138
0,Oregon,56
0,Pennsylvania,192
0,Puerto Rico,55
0,Rhode Island,0
0,South Carolina,74
0,South Dakota,0
0,Tennessee,703
0,Texas,1353
0,Utah,29
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1772
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,8
