,state,case_count
0,Alabama,294
0,Alaska,1311
0,Arizona,1092
0,Arkansas,357
0,California,3609
0,Colorado,373
0,Connecticut,228
0,Delaware,62
0,District of Columbia,53
0,Florida,2427
0,Georgia,434
0,Guam,4
0,Hawaii,264
0,Idaho,131
0,Illinois,459
0,Indiana,240
0,Iowa,111
0,Kansas,129
0,Kentucky,361
0,Louisiana,515
0,Maine,149
0,Maryland,234
0,Massachusetts,215
0,Michigan,589
0,Minnesota,201
0,Mississippi,196
0,Missouri,460
0,Montana,111
0,Nebraska,90
0,Nevada,229
0,New Hampshire,60
0,New Jersey,420
0,New Mexico,249
0,New York,1046
0,North Carolina,644
0,North Dakota,38
0,Northern Mariana Islands,2
0,Ohio,427
0,Oklahoma,695
0,Oregon,555
0,Pennsylvania,519
0,Puerto Rico,26
0,Rhode Island,33
0,South Carolina,289
0,South Dakota,37
0,Tennessee,931
0,Texas,2751
0,Utah,151
0,Vermont,56
0,Virgin Islands,16
0,Virginia,352
0,Washington,906
0,West Virginia,142
0,Wisconsin,223
0,Wyoming,62
