,state,case_count
0,Alabama,295
0,Alaska,1297
0,Arizona,1072
0,Arkansas,374
0,California,3526
0,Colorado,383
0,Connecticut,217
0,Delaware,63
0,District of Columbia,51
0,Florida,2365
0,Georgia,437
0,Guam,4
0,Hawaii,242
0,Idaho,131
0,Illinois,427
0,Indiana,227
0,Iowa,109
0,Kansas,124
0,Kentucky,357
0,Louisiana,530
0,Maine,146
0,Maryland,214
0,Massachusetts,201
0,Michigan,597
0,Minnesota,200
0,Mississippi,189
0,Missouri,449
0,Montana,105
0,Nebraska,94
0,Nevada,222
0,New Hampshire,54
0,New Jersey,397
0,New Mexico,254
0,New York,1057
0,North Carolina,631
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,411
0,Oklahoma,649
0,Oregon,543
0,Pennsylvania,508
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,281
0,South Dakota,34
0,Tennessee,857
0,Texas,2804
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,347
0,Washington,886
0,West Virginia,142
0,Wisconsin,213
0,Wyoming,59
