,state,case_count
0,Alabama,290
0,Alaska,1291
0,Arizona,1115
0,Arkansas,351
0,California,3688
0,Colorado,392
0,Connecticut,221
0,Delaware,64
0,District of Columbia,51
0,Florida,2343
0,Georgia,464
0,Guam,4
0,Hawaii,269
0,Idaho,130
0,Illinois,465
0,Indiana,235
0,Iowa,112
0,Kansas,138
0,Kentucky,351
0,Louisiana,512
0,Maine,149
0,Maryland,242
0,Massachusetts,222
0,Michigan,594
0,Minnesota,203
0,Mississippi,200
0,Missouri,457
0,Montana,111
0,Nebraska,86
0,Nevada,250
0,New Hampshire,62
0,New Jersey,431
0,New Mexico,260
0,New York,1051
0,North Carolina,655
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,426
0,Oklahoma,638
0,Oregon,564
0,Pennsylvania,523
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,288
0,South Dakota,39
0,Tennessee,960
0,Texas,2748
0,Utah,153
0,Vermont,57
0,Virgin Islands,16
0,Virginia,353
0,Washington,912
0,West Virginia,137
0,Wisconsin,219
0,Wyoming,61
