,state,case_count
0,Alabama,62
0,Alaska,65
0,Arizona,2123
0,Arkansas,106
0,California,2948
0,Colorado,83
0,Connecticut,46
0,Delaware,32
0,District of Columbia,55
0,Florida,892
0,Georgia,261
0,Guam,3
0,Hawaii,68
0,Idaho,22
0,Illinois,429
0,Indiana,53
0,Iowa,18
0,Kansas,25
0,Kentucky,82
0,Louisiana,148
0,Maine,27
0,Maryland,349
0,Massachusetts,201
0,Michigan,344
0,Minnesota,48
0,Mississippi,69
0,Missouri,114
0,Montana,15
0,Nebraska,5
0,Nevada,303
0,New Hampshire,7
0,New Jersey,449
0,New Mexico,146
0,New York,1468
0,North Carolina,162
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,106
0,Oklahoma,115
0,Oregon,146
0,Pennsylvania,315
0,Puerto Rico,339
0,Rhode Island,25
0,South Carolina,75
0,South Dakota,3
0,Tennessee,109
0,Texas,2069
0,Utah,46
0,Vermont,7
0,Virgin Islands,2
0,Virginia,226
0,Washington,162
0,West Virginia,31
0,Wisconsin,49
0,Wyoming,9
