,state,case_count
0,Alabama,291
0,Alaska,1295
0,Arizona,1113
0,Arkansas,353
0,California,3685
0,Colorado,392
0,Connecticut,220
0,Delaware,64
0,District of Columbia,51
0,Florida,2290
0,Georgia,462
0,Guam,4
0,Hawaii,269
0,Idaho,130
0,Illinois,465
0,Indiana,235
0,Iowa,112
0,Kansas,138
0,Kentucky,351
0,Louisiana,512
0,Maine,149
0,Maryland,242
0,Massachusetts,222
0,Michigan,594
0,Minnesota,202
0,Mississippi,200
0,Missouri,458
0,Montana,111
0,Nebraska,86
0,Nevada,250
0,New Hampshire,60
0,New Jersey,431
0,New Mexico,258
0,New York,1050
0,North Carolina,654
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,428
0,Oklahoma,638
0,Oregon,563
0,Pennsylvania,524
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,289
0,South Dakota,39
0,Tennessee,959
0,Texas,2749
0,Utah,153
0,Vermont,57
0,Virgin Islands,16
0,Virginia,353
0,Washington,914
0,West Virginia,138
0,Wisconsin,219
0,Wyoming,61
