,state,case_count
0,Alabama,291
0,Alaska,1283
0,Arizona,1121
0,Arkansas,344
0,California,3699
0,Colorado,390
0,Connecticut,221
0,Delaware,66
0,District of Columbia,51
0,Florida,2274
0,Georgia,465
0,Guam,4
0,Hawaii,273
0,Idaho,129
0,Illinois,466
0,Indiana,234
0,Iowa,112
0,Kansas,138
0,Kentucky,354
0,Louisiana,509
0,Maine,149
0,Maryland,244
0,Massachusetts,222
0,Michigan,596
0,Minnesota,203
0,Mississippi,200
0,Missouri,458
0,Montana,111
0,Nebraska,86
0,Nevada,250
0,New Hampshire,63
0,New Jersey,433
0,New Mexico,260
0,New York,1057
0,North Carolina,660
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,430
0,Oklahoma,634
0,Oregon,568
0,Pennsylvania,525
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,288
0,South Dakota,38
0,Tennessee,966
0,Texas,2754
0,Utah,153
0,Vermont,56
0,Virgin Islands,16
0,Virginia,353
0,Washington,914
0,West Virginia,135
0,Wisconsin,221
0,Wyoming,60
