,state,case_count
0,Alabama,292
0,Alaska,1319
0,Arizona,1072
0,Arkansas,363
0,California,3585
0,Colorado,377
0,Connecticut,222
0,Delaware,62
0,District of Columbia,51
0,Florida,2550
0,Georgia,425
0,Guam,4
0,Hawaii,261
0,Idaho,128
0,Illinois,465
0,Indiana,233
0,Iowa,110
0,Kansas,127
0,Kentucky,358
0,Louisiana,514
0,Maine,148
0,Maryland,227
0,Massachusetts,214
0,Michigan,585
0,Minnesota,201
0,Mississippi,192
0,Missouri,455
0,Montana,111
0,Nebraska,89
0,Nevada,222
0,New Hampshire,57
0,New Jersey,416
0,New Mexico,249
0,New York,1040
0,North Carolina,645
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,420
0,Oklahoma,689
0,Oregon,556
0,Pennsylvania,514
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,280
0,South Dakota,38
0,Tennessee,923
0,Texas,2736
0,Utah,150
0,Vermont,55
0,Virgin Islands,16
0,Virginia,354
0,Washington,898
0,West Virginia,142
0,Wisconsin,216
0,Wyoming,60
