,state,case_count
0,Alabama,292
0,Alaska,1308
0,Arizona,1114
0,Arkansas,351
0,California,3663
0,Colorado,380
0,Connecticut,221
0,Delaware,64
0,District of Columbia,51
0,Florida,2374
0,Georgia,436
0,Guam,4
0,Hawaii,267
0,Idaho,132
0,Illinois,460
0,Indiana,236
0,Iowa,113
0,Kansas,131
0,Kentucky,358
0,Louisiana,514
0,Maine,149
0,Maryland,241
0,Massachusetts,221
0,Michigan,590
0,Minnesota,202
0,Mississippi,196
0,Missouri,455
0,Montana,110
0,Nebraska,88
0,Nevada,237
0,New Hampshire,63
0,New Jersey,433
0,New Mexico,257
0,New York,1043
0,North Carolina,650
0,North Dakota,39
0,Northern Mariana Islands,2
0,Ohio,427
0,Oklahoma,657
0,Oregon,563
0,Pennsylvania,522
0,Puerto Rico,26
0,Rhode Island,34
0,South Carolina,289
0,South Dakota,37
0,Tennessee,946
0,Texas,2752
0,Utah,154
0,Vermont,58
0,Virgin Islands,16
0,Virginia,356
0,Washington,910
0,West Virginia,141
0,Wisconsin,219
0,Wyoming,61
