,state,case_count
0,Alabama,295
0,Alaska,1294
0,Arizona,1070
0,Arkansas,366
0,California,3531
0,Colorado,383
0,Connecticut,219
0,Delaware,61
0,District of Columbia,51
0,Florida,2033
0,Georgia,429
0,Guam,4
0,Hawaii,242
0,Idaho,131
0,Illinois,427
0,Indiana,228
0,Iowa,109
0,Kansas,124
0,Kentucky,356
0,Louisiana,531
0,Maine,146
0,Maryland,214
0,Massachusetts,201
0,Michigan,593
0,Minnesota,200
0,Mississippi,189
0,Missouri,450
0,Montana,105
0,Nebraska,94
0,Nevada,223
0,New Hampshire,54
0,New Jersey,396
0,New Mexico,254
0,New York,1059
0,North Carolina,627
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,412
0,Oklahoma,649
0,Oregon,542
0,Pennsylvania,503
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,279
0,South Dakota,34
0,Tennessee,840
0,Texas,2805
0,Utah,157
0,Vermont,55
0,Virgin Islands,16
0,Virginia,348
0,Washington,883
0,West Virginia,140
0,Wisconsin,210
0,Wyoming,59
