,state,case_count
0,Alabama,195
0,Alaska,1
0,Arizona,179
0,Arkansas,19
0,California,2962
0,Colorado,184
0,Connecticut,399
0,Delaware,8
0,District of Columbia,189
0,Florida,105
0,Georgia,306
0,Guam,0
0,Hawaii,520
0,Idaho,273
0,Illinois,71
0,Indiana,13
0,Iowa,13
0,Kansas,8
0,Kentucky,3
0,Louisiana,15
0,Maine,0
0,Maryland,3
0,Massachusetts,639
0,Michigan,196
0,Minnesota,0
0,Mississippi,1
0,Missouri,33
0,Montana,0
0,Nebraska,0
0,Nevada,348
0,New Hampshire,2
0,New Jersey,185
0,New Mexico,7
0,New York,6236
0,North Carolina,51
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,133
0,Oklahoma,133
0,Oregon,56
0,Pennsylvania,124
0,Puerto Rico,0
0,Rhode Island,0
0,South Carolina,74
0,South Dakota,0
0,Tennessee,674
0,Texas,1003
0,Utah,30
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1654
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,8
