,state,case_count
0,Alabama,293
0,Alaska,1284
0,Arizona,1123
0,Arkansas,349
0,California,3715
0,Colorado,389
0,Connecticut,224
0,Delaware,65
0,District of Columbia,50
0,Florida,2225
0,Georgia,463
0,Guam,4
0,Hawaii,276
0,Idaho,129
0,Illinois,470
0,Indiana,234
0,Iowa,113
0,Kansas,138
0,Kentucky,351
0,Louisiana,508
0,Maine,149
0,Maryland,243
0,Massachusetts,223
0,Michigan,598
0,Minnesota,203
0,Mississippi,200
0,Missouri,457
0,Montana,111
0,Nebraska,86
0,Nevada,249
0,New Hampshire,64
0,New Jersey,432
0,New Mexico,260
0,New York,1056
0,North Carolina,651
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,429
0,Oklahoma,651
0,Oregon,573
0,Pennsylvania,525
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,287
0,South Dakota,37
0,Tennessee,987
0,Texas,2796
0,Utah,152
0,Vermont,56
0,Virgin Islands,16
0,Virginia,353
0,Washington,914
0,West Virginia,135
0,Wisconsin,220
0,Wyoming,61
