,state,case_count
0,Alabama,291
0,Alaska,1298
0,Arizona,1114
0,Arkansas,353
0,California,3664
0,Colorado,382
0,Connecticut,221
0,Delaware,64
0,District of Columbia,51
0,Florida,2349
0,Georgia,457
0,Guam,4
0,Hawaii,268
0,Idaho,132
0,Illinois,464
0,Indiana,235
0,Iowa,113
0,Kansas,133
0,Kentucky,349
0,Louisiana,513
0,Maine,149
0,Maryland,240
0,Massachusetts,222
0,Michigan,592
0,Minnesota,202
0,Mississippi,198
0,Missouri,459
0,Montana,111
0,Nebraska,86
0,Nevada,245
0,New Hampshire,61
0,New Jersey,433
0,New Mexico,257
0,New York,1047
0,North Carolina,644
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,428
0,Oklahoma,639
0,Oregon,563
0,Pennsylvania,520
0,Puerto Rico,26
0,Rhode Island,38
0,South Carolina,289
0,South Dakota,37
0,Tennessee,949
0,Texas,2761
0,Utah,152
0,Vermont,57
0,Virgin Islands,16
0,Virginia,355
0,Washington,912
0,West Virginia,140
0,Wisconsin,218
0,Wyoming,61
