,state,case_count
0,Alabama,292
0,Alaska,1314
0,Arizona,1081
0,Arkansas,357
0,California,3594
0,Colorado,378
0,Connecticut,222
0,Delaware,62
0,District of Columbia,52
0,Florida,2436
0,Georgia,428
0,Guam,4
0,Hawaii,264
0,Idaho,129
0,Illinois,458
0,Indiana,234
0,Iowa,111
0,Kansas,127
0,Kentucky,359
0,Louisiana,515
0,Maine,148
0,Maryland,232
0,Massachusetts,214
0,Michigan,589
0,Minnesota,201
0,Mississippi,193
0,Missouri,455
0,Montana,114
0,Nebraska,90
0,Nevada,222
0,New Hampshire,57
0,New Jersey,418
0,New Mexico,250
0,New York,1042
0,North Carolina,641
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,424
0,Oklahoma,697
0,Oregon,553
0,Pennsylvania,518
0,Puerto Rico,26
0,Rhode Island,32
0,South Carolina,280
0,South Dakota,38
0,Tennessee,930
0,Texas,2747
0,Utah,150
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,900
0,West Virginia,142
0,Wisconsin,222
0,Wyoming,62
