,state,case_count
0,Alabama,295
0,Alaska,1295
0,Arizona,1072
0,Arkansas,371
0,California,3566
0,Colorado,373
0,Connecticut,218
0,Delaware,62
0,District of Columbia,51
0,Florida,2397
0,Georgia,428
0,Guam,4
0,Hawaii,253
0,Idaho,128
0,Illinois,462
0,Indiana,234
0,Iowa,109
0,Kansas,125
0,Kentucky,359
0,Louisiana,515
0,Maine,149
0,Maryland,224
0,Massachusetts,214
0,Michigan,593
0,Minnesota,200
0,Mississippi,193
0,Missouri,457
0,Montana,106
0,Nebraska,89
0,Nevada,222
0,New Hampshire,57
0,New Jersey,411
0,New Mexico,252
0,New York,1040
0,North Carolina,625
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,413
0,Oklahoma,682
0,Oregon,551
0,Pennsylvania,512
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,282
0,South Dakota,36
0,Tennessee,906
0,Texas,2725
0,Utah,152
0,Vermont,55
0,Virgin Islands,16
0,Virginia,352
0,Washington,902
0,West Virginia,140
0,Wisconsin,218
0,Wyoming,59
