,state,case_count
0,Alabama,291
0,Alaska,1307
0,Arizona,1117
0,Arkansas,351
0,California,3664
0,Colorado,381
0,Connecticut,222
0,Delaware,64
0,District of Columbia,51
0,Florida,2387
0,Georgia,435
0,Guam,4
0,Hawaii,267
0,Idaho,132
0,Illinois,462
0,Indiana,235
0,Iowa,113
0,Kansas,131
0,Kentucky,358
0,Louisiana,514
0,Maine,149
0,Maryland,241
0,Massachusetts,222
0,Michigan,592
0,Minnesota,202
0,Mississippi,196
0,Missouri,457
0,Montana,110
0,Nebraska,86
0,Nevada,236
0,New Hampshire,62
0,New Jersey,435
0,New Mexico,257
0,New York,1042
0,North Carolina,650
0,North Dakota,39
0,Northern Mariana Islands,2
0,Ohio,430
0,Oklahoma,657
0,Oregon,563
0,Pennsylvania,522
0,Puerto Rico,26
0,Rhode Island,36
0,South Carolina,289
0,South Dakota,37
0,Tennessee,950
0,Texas,2760
0,Utah,153
0,Vermont,58
0,Virgin Islands,16
0,Virginia,355
0,Washington,910
0,West Virginia,141
0,Wisconsin,219
0,Wyoming,61
