,state,case_count
0,Alabama,297
0,Alaska,1294
0,Arizona,1072
0,Arkansas,367
0,California,3547
0,Colorado,391
0,Connecticut,219
0,Delaware,62
0,District of Columbia,50
0,Florida,2338
0,Georgia,425
0,Guam,4
0,Hawaii,248
0,Idaho,129
0,Illinois,429
0,Indiana,227
0,Iowa,107
0,Kansas,124
0,Kentucky,357
0,Louisiana,522
0,Maine,146
0,Maryland,222
0,Massachusetts,210
0,Michigan,597
0,Minnesota,199
0,Mississippi,188
0,Missouri,451
0,Montana,107
0,Nebraska,93
0,Nevada,224
0,New Hampshire,55
0,New Jersey,411
0,New Mexico,253
0,New York,1050
0,North Carolina,616
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,679
0,Oregon,557
0,Pennsylvania,507
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,35
0,Tennessee,871
0,Texas,2761
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,351
0,Washington,895
0,West Virginia,141
0,Wisconsin,215
0,Wyoming,59
