,state,case_count
0,Alabama,292
0,Alaska,1315
0,Arizona,1075
0,Arkansas,360
0,California,3595
0,Colorado,376
0,Connecticut,222
0,Delaware,62
0,District of Columbia,51
0,Florida,2477
0,Georgia,428
0,Guam,4
0,Hawaii,264
0,Idaho,128
0,Illinois,460
0,Indiana,234
0,Iowa,111
0,Kansas,127
0,Kentucky,360
0,Louisiana,515
0,Maine,148
0,Maryland,232
0,Massachusetts,214
0,Michigan,585
0,Minnesota,201
0,Mississippi,193
0,Missouri,456
0,Montana,114
0,Nebraska,90
0,Nevada,222
0,New Hampshire,57
0,New Jersey,418
0,New Mexico,250
0,New York,1043
0,North Carolina,641
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,421
0,Oklahoma,695
0,Oregon,554
0,Pennsylvania,518
0,Puerto Rico,26
0,Rhode Island,32
0,South Carolina,280
0,South Dakota,38
0,Tennessee,931
0,Texas,2743
0,Utah,150
0,Vermont,55
0,Virgin Islands,16
0,Virginia,356
0,Washington,899
0,West Virginia,142
0,Wisconsin,215
0,Wyoming,62
