,state,case_count
0,Alabama,295
0,Alaska,1302
0,Arizona,1077
0,Arkansas,367
0,California,3522
0,Colorado,384
0,Connecticut,217
0,Delaware,63
0,District of Columbia,51
0,Florida,2423
0,Georgia,434
0,Guam,4
0,Hawaii,246
0,Idaho,129
0,Illinois,425
0,Indiana,228
0,Iowa,109
0,Kansas,124
0,Kentucky,359
0,Louisiana,529
0,Maine,146
0,Maryland,215
0,Massachusetts,205
0,Michigan,597
0,Minnesota,199
0,Mississippi,189
0,Missouri,448
0,Montana,106
0,Nebraska,93
0,Nevada,221
0,New Hampshire,54
0,New Jersey,396
0,New Mexico,254
0,New York,1051
0,North Carolina,624
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,685
0,Oregon,551
0,Pennsylvania,506
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,34
0,Tennessee,846
0,Texas,2775
0,Utah,154
0,Vermont,55
0,Virgin Islands,16
0,Virginia,349
0,Washington,890
0,West Virginia,142
0,Wisconsin,212
0,Wyoming,59
