,state,case_count
0,Alabama,292
0,Alaska,1310
0,Arizona,1071
0,Arkansas,367
0,California,3581
0,Colorado,375
0,Connecticut,220
0,Delaware,62
0,District of Columbia,51
0,Florida,2566
0,Georgia,426
0,Guam,4
0,Hawaii,260
0,Idaho,128
0,Illinois,466
0,Indiana,233
0,Iowa,110
0,Kansas,126
0,Kentucky,358
0,Louisiana,515
0,Maine,148
0,Maryland,227
0,Massachusetts,214
0,Michigan,585
0,Minnesota,200
0,Mississippi,193
0,Missouri,455
0,Montana,111
0,Nebraska,89
0,Nevada,221
0,New Hampshire,57
0,New Jersey,413
0,New Mexico,250
0,New York,1040
0,North Carolina,633
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,421
0,Oklahoma,691
0,Oregon,556
0,Pennsylvania,514
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,280
0,South Dakota,38
0,Tennessee,925
0,Texas,2736
0,Utah,151
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,897
0,West Virginia,142
0,Wisconsin,216
0,Wyoming,60
