,state,case_count
0,Alabama,228
0,Alaska,1
0,Arizona,182
0,Arkansas,20
0,California,3508
0,Colorado,212
0,Connecticut,385
0,Delaware,17
0,District of Columbia,269
0,Florida,161
0,Georgia,302
0,Guam,0
0,Hawaii,578
0,Idaho,316
0,Illinois,94
0,Indiana,12
0,Iowa,14
0,Kansas,83
0,Kentucky,3
0,Louisiana,16
0,Maine,1
0,Maryland,3
0,Massachusetts,715
0,Michigan,234
0,Minnesota,0
0,Mississippi,1
0,Missouri,42
0,Montana,0
0,Nebraska,0
0,Nevada,374
0,New Hampshire,3
0,New Jersey,184
0,New Mexico,7
0,New York,7137
0,North Carolina,51
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,163
0,Oklahoma,139
0,Oregon,61
0,Pennsylvania,214
0,Puerto Rico,108
0,Rhode Island,0
0,South Carolina,77
0,South Dakota,0
0,Tennessee,750
0,Texas,2234
0,Utah,33
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1893
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,8
