,state,case_count
0,Alabama,294
0,Alaska,1289
0,Arizona,1119
0,Arkansas,350
0,California,3736
0,Colorado,389
0,Connecticut,226
0,Delaware,65
0,District of Columbia,53
0,Florida,2182
0,Georgia,473
0,Guam,4
0,Hawaii,276
0,Idaho,129
0,Illinois,472
0,Indiana,240
0,Iowa,112
0,Kansas,138
0,Kentucky,348
0,Louisiana,507
0,Maine,150
0,Maryland,245
0,Massachusetts,223
0,Michigan,605
0,Minnesota,205
0,Mississippi,200
0,Missouri,458
0,Montana,112
0,Nebraska,86
0,Nevada,248
0,New Hampshire,64
0,New Jersey,441
0,New Mexico,262
0,New York,1054
0,North Carolina,654
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,432
0,Oklahoma,652
0,Oregon,573
0,Pennsylvania,526
0,Puerto Rico,26
0,Rhode Island,38
0,South Carolina,287
0,South Dakota,37
0,Tennessee,988
0,Texas,2832
0,Utah,153
0,Vermont,56
0,Virgin Islands,16
0,Virginia,352
0,Washington,917
0,West Virginia,134
0,Wisconsin,224
0,Wyoming,61
