,state,case_count
0,Alabama,294
0,Alaska,1290
0,Arizona,1118
0,Arkansas,343
0,California,3729
0,Colorado,388
0,Connecticut,227
0,Delaware,65
0,District of Columbia,53
0,Florida,2194
0,Georgia,468
0,Guam,4
0,Hawaii,276
0,Idaho,129
0,Illinois,470
0,Indiana,236
0,Iowa,112
0,Kansas,138
0,Kentucky,348
0,Louisiana,507
0,Maine,150
0,Maryland,247
0,Massachusetts,223
0,Michigan,597
0,Minnesota,203
0,Mississippi,200
0,Missouri,457
0,Montana,111
0,Nebraska,86
0,Nevada,249
0,New Hampshire,64
0,New Jersey,440
0,New Mexico,263
0,New York,1054
0,North Carolina,654
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,430
0,Oklahoma,644
0,Oregon,572
0,Pennsylvania,525
0,Puerto Rico,26
0,Rhode Island,38
0,South Carolina,288
0,South Dakota,37
0,Tennessee,991
0,Texas,2800
0,Utah,153
0,Vermont,56
0,Virgin Islands,16
0,Virginia,353
0,Washington,917
0,West Virginia,135
0,Wisconsin,222
0,Wyoming,61
