,state,case_count
0,Alabama,293
0,Alaska,1313
0,Arizona,1087
0,Arkansas,351
0,California,3604
0,Colorado,375
0,Connecticut,223
0,Delaware,62
0,District of Columbia,53
0,Florida,2514
0,Georgia,429
0,Guam,4
0,Hawaii,264
0,Idaho,129
0,Illinois,458
0,Indiana,235
0,Iowa,111
0,Kansas,128
0,Kentucky,359
0,Louisiana,514
0,Maine,148
0,Maryland,232
0,Massachusetts,214
0,Michigan,588
0,Minnesota,201
0,Mississippi,193
0,Missouri,455
0,Montana,111
0,Nebraska,90
0,Nevada,226
0,New Hampshire,60
0,New Jersey,419
0,New Mexico,250
0,New York,1044
0,North Carolina,643
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,428
0,Oklahoma,689
0,Oregon,554
0,Pennsylvania,520
0,Puerto Rico,26
0,Rhode Island,32
0,South Carolina,289
0,South Dakota,38
0,Tennessee,922
0,Texas,2727
0,Utah,150
0,Vermont,55
0,Virgin Islands,16
0,Virginia,351
0,Washington,904
0,West Virginia,142
0,Wisconsin,222
0,Wyoming,62
