,state,case_count
0,Alabama,296
0,Alaska,1297
0,Arizona,1077
0,Arkansas,372
0,California,3560
0,Colorado,371
0,Connecticut,219
0,Delaware,62
0,District of Columbia,50
0,Florida,2411
0,Georgia,427
0,Guam,4
0,Hawaii,248
0,Idaho,128
0,Illinois,432
0,Indiana,233
0,Iowa,109
0,Kansas,126
0,Kentucky,356
0,Louisiana,515
0,Maine,149
0,Maryland,226
0,Massachusetts,210
0,Michigan,595
0,Minnesota,199
0,Mississippi,193
0,Missouri,457
0,Montana,107
0,Nebraska,89
0,Nevada,223
0,New Hampshire,56
0,New Jersey,412
0,New Mexico,249
0,New York,1043
0,North Carolina,616
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,415
0,Oklahoma,692
0,Oregon,555
0,Pennsylvania,514
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,37
0,Tennessee,903
0,Texas,2733
0,Utah,157
0,Vermont,55
0,Virgin Islands,16
0,Virginia,352
0,Washington,900
0,West Virginia,139
0,Wisconsin,217
0,Wyoming,59
