,state,case_count
0,Alabama,293
0,Alaska,1286
0,Arizona,1122
0,Arkansas,348
0,California,3710
0,Colorado,389
0,Connecticut,222
0,Delaware,65
0,District of Columbia,50
0,Florida,2236
0,Georgia,463
0,Guam,4
0,Hawaii,276
0,Idaho,129
0,Illinois,468
0,Indiana,234
0,Iowa,112
0,Kansas,138
0,Kentucky,351
0,Louisiana,508
0,Maine,149
0,Maryland,244
0,Massachusetts,223
0,Michigan,597
0,Minnesota,203
0,Mississippi,200
0,Missouri,458
0,Montana,111
0,Nebraska,86
0,Nevada,249
0,New Hampshire,64
0,New Jersey,433
0,New Mexico,260
0,New York,1058
0,North Carolina,652
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,429
0,Oklahoma,645
0,Oregon,572
0,Pennsylvania,524
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,288
0,South Dakota,37
0,Tennessee,973
0,Texas,2754
0,Utah,152
0,Vermont,56
0,Virgin Islands,16
0,Virginia,353
0,Washington,915
0,West Virginia,135
0,Wisconsin,220
0,Wyoming,61
