,state,case_count
0,Alabama,294
0,Alaska,1288
0,Arizona,1122
0,Arkansas,347
0,California,3722
0,Colorado,390
0,Connecticut,224
0,Delaware,65
0,District of Columbia,50
0,Florida,2219
0,Georgia,462
0,Guam,4
0,Hawaii,277
0,Idaho,129
0,Illinois,470
0,Indiana,235
0,Iowa,112
0,Kansas,138
0,Kentucky,351
0,Louisiana,507
0,Maine,149
0,Maryland,244
0,Massachusetts,223
0,Michigan,598
0,Minnesota,203
0,Mississippi,200
0,Missouri,456
0,Montana,112
0,Nebraska,86
0,Nevada,250
0,New Hampshire,64
0,New Jersey,433
0,New Mexico,261
0,New York,1056
0,North Carolina,652
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,429
0,Oklahoma,652
0,Oregon,571
0,Pennsylvania,525
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,287
0,South Dakota,37
0,Tennessee,988
0,Texas,2806
0,Utah,152
0,Vermont,56
0,Virgin Islands,16
0,Virginia,353
0,Washington,914
0,West Virginia,135
0,Wisconsin,223
0,Wyoming,61
