,state,case_count
0,Alabama,296
0,Alaska,1285
0,Arizona,1063
0,Arkansas,362
0,California,3523
0,Colorado,385
0,Connecticut,217
0,Delaware,61
0,District of Columbia,52
0,Florida,1747
0,Georgia,430
0,Guam,4
0,Hawaii,241
0,Idaho,131
0,Illinois,428
0,Indiana,228
0,Iowa,108
0,Kansas,127
0,Kentucky,355
0,Louisiana,530
0,Maine,146
0,Maryland,215
0,Massachusetts,200
0,Michigan,602
0,Minnesota,200
0,Mississippi,188
0,Missouri,454
0,Montana,104
0,Nebraska,94
0,Nevada,219
0,New Hampshire,54
0,New Jersey,396
0,New Mexico,254
0,New York,1052
0,North Carolina,621
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,411
0,Oklahoma,655
0,Oregon,542
0,Pennsylvania,502
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,279
0,South Dakota,35
0,Tennessee,837
0,Texas,2812
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,347
0,Washington,880
0,West Virginia,140
0,Wisconsin,209
0,Wyoming,59
