,state,case_count
0,Alabama,61
0,Alaska,65
0,Arizona,2137
0,Arkansas,106
0,California,2949
0,Colorado,80
0,Connecticut,47
0,Delaware,30
0,District of Columbia,56
0,Florida,890
0,Georgia,256
0,Guam,3
0,Hawaii,70
0,Idaho,20
0,Illinois,429
0,Indiana,53
0,Iowa,18
0,Kansas,24
0,Kentucky,83
0,Louisiana,146
0,Maine,28
0,Maryland,355
0,Massachusetts,195
0,Michigan,341
0,Minnesota,58
0,Mississippi,70
0,Missouri,110
0,Montana,16
0,Nebraska,5
0,Nevada,309
0,New Hampshire,9
0,New Jersey,453
0,New Mexico,220
0,New York,1484
0,North Carolina,155
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,100
0,Oklahoma,111
0,Oregon,146
0,Pennsylvania,357
0,Puerto Rico,340
0,Rhode Island,24
0,South Carolina,77
0,South Dakota,3
0,Tennessee,108
0,Texas,2117
0,Utah,48
0,Vermont,7
0,Virgin Islands,2
0,Virginia,317
0,Washington,182
0,West Virginia,30
0,Wisconsin,47
0,Wyoming,8
