,state,case_count
0,Alabama,61
0,Alaska,62
0,Arizona,2129
0,Arkansas,104
0,California,2973
0,Colorado,87
0,Connecticut,46
0,Delaware,30
0,District of Columbia,54
0,Florida,881
0,Georgia,255
0,Guam,3
0,Hawaii,70
0,Idaho,20
0,Illinois,421
0,Indiana,52
0,Iowa,20
0,Kansas,28
0,Kentucky,84
0,Louisiana,146
0,Maine,28
0,Maryland,361
0,Massachusetts,196
0,Michigan,330
0,Minnesota,64
0,Mississippi,69
0,Missouri,111
0,Montana,17
0,Nebraska,5
0,Nevada,301
0,New Hampshire,10
0,New Jersey,453
0,New Mexico,300
0,New York,1485
0,North Carolina,159
0,North Dakota,3
0,Northern Mariana Islands,0
0,Ohio,100
0,Oklahoma,113
0,Oregon,147
0,Pennsylvania,360
0,Puerto Rico,340
0,Rhode Island,24
0,South Carolina,79
0,South Dakota,3
0,Tennessee,107
0,Texas,2092
0,Utah,49
0,Vermont,7
0,Virgin Islands,2
0,Virginia,330
0,Washington,191
0,West Virginia,30
0,Wisconsin,52
0,Wyoming,8
