,state,case_count
0,Alabama,62
0,Alaska,64
0,Arizona,2092
0,Arkansas,106
0,California,2904
0,Colorado,85
0,Connecticut,45
0,Delaware,31
0,District of Columbia,45
0,Florida,902
0,Georgia,261
0,Guam,3
0,Hawaii,68
0,Idaho,22
0,Illinois,247
0,Indiana,57
0,Iowa,16
0,Kansas,25
0,Kentucky,78
0,Louisiana,149
0,Maine,26
0,Maryland,345
0,Massachusetts,203
0,Michigan,338
0,Minnesota,49
0,Mississippi,58
0,Missouri,117
0,Montana,15
0,Nebraska,5
0,Nevada,321
0,New Hampshire,7
0,New Jersey,450
0,New Mexico,163
0,New York,1465
0,North Carolina,162
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,111
0,Oklahoma,113
0,Oregon,145
0,Pennsylvania,323
0,Puerto Rico,357
0,Rhode Island,25
0,South Carolina,74
0,South Dakota,3
0,Tennessee,112
0,Texas,2018
0,Utah,50
0,Vermont,7
0,Virgin Islands,2
0,Virginia,220
0,Washington,160
0,West Virginia,33
0,Wisconsin,47
0,Wyoming,7
