,state,case_count
0,Alabama,223
0,Alaska,1
0,Arizona,182
0,Arkansas,21
0,California,3242
0,Colorado,203
0,Connecticut,433
0,Delaware,15
0,District of Columbia,242
0,Florida,127
0,Georgia,302
0,Guam,0
0,Hawaii,557
0,Idaho,291
0,Illinois,92
0,Indiana,12
0,Iowa,14
0,Kansas,77
0,Kentucky,3
0,Louisiana,15
0,Maine,0
0,Maryland,3
0,Massachusetts,678
0,Michigan,212
0,Minnesota,0
0,Mississippi,1
0,Missouri,33
0,Montana,0
0,Nebraska,0
0,Nevada,366
0,New Hampshire,2
0,New Jersey,183
0,New Mexico,7
0,New York,6673
0,North Carolina,49
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,145
0,Oklahoma,138
0,Oregon,56
0,Pennsylvania,214
0,Puerto Rico,73
0,Rhode Island,0
0,South Carolina,75
0,South Dakota,0
0,Tennessee,713
0,Texas,1374
0,Utah,29
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1776
0,West Virginia,68
0,Wisconsin,32
0,Wyoming,8
