,state,case_count
0,Alabama,295
0,Alaska,1296
0,Arizona,1072
0,Arkansas,370
0,California,3561
0,Colorado,372
0,Connecticut,217
0,Delaware,62
0,District of Columbia,50
0,Florida,2445
0,Georgia,428
0,Guam,4
0,Hawaii,249
0,Idaho,128
0,Illinois,430
0,Indiana,233
0,Iowa,110
0,Kansas,125
0,Kentucky,358
0,Louisiana,514
0,Maine,149
0,Maryland,226
0,Massachusetts,213
0,Michigan,592
0,Minnesota,199
0,Mississippi,193
0,Missouri,457
0,Montana,106
0,Nebraska,89
0,Nevada,222
0,New Hampshire,57
0,New Jersey,412
0,New Mexico,251
0,New York,1044
0,North Carolina,622
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,413
0,Oklahoma,684
0,Oregon,549
0,Pennsylvania,513
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,282
0,South Dakota,36
0,Tennessee,905
0,Texas,2727
0,Utah,154
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,903
0,West Virginia,140
0,Wisconsin,217
0,Wyoming,59
