,state,case_count
0,Alabama,61
0,Alaska,65
0,Arizona,2139
0,Arkansas,106
0,California,2953
0,Colorado,79
0,Connecticut,47
0,Delaware,30
0,District of Columbia,55
0,Florida,889
0,Georgia,251
0,Guam,3
0,Hawaii,70
0,Idaho,21
0,Illinois,430
0,Indiana,53
0,Iowa,18
0,Kansas,27
0,Kentucky,83
0,Louisiana,146
0,Maine,28
0,Maryland,357
0,Massachusetts,194
0,Michigan,330
0,Minnesota,60
0,Mississippi,70
0,Missouri,110
0,Montana,16
0,Nebraska,5
0,Nevada,306
0,New Hampshire,9
0,New Jersey,454
0,New Mexico,224
0,New York,1481
0,North Carolina,158
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,98
0,Oklahoma,111
0,Oregon,146
0,Pennsylvania,355
0,Puerto Rico,341
0,Rhode Island,24
0,South Carolina,77
0,South Dakota,3
0,Tennessee,109
0,Texas,2115
0,Utah,49
0,Vermont,7
0,Virgin Islands,2
0,Virginia,331
0,Washington,183
0,West Virginia,30
0,Wisconsin,47
0,Wyoming,8
