,state,case_count
0,Alabama,297
0,Alaska,1297
0,Arizona,1074
0,Arkansas,364
0,California,3549
0,Colorado,388
0,Connecticut,219
0,Delaware,62
0,District of Columbia,50
0,Florida,2346
0,Georgia,425
0,Guam,4
0,Hawaii,248
0,Idaho,128
0,Illinois,429
0,Indiana,229
0,Iowa,107
0,Kansas,125
0,Kentucky,357
0,Louisiana,522
0,Maine,146
0,Maryland,222
0,Massachusetts,210
0,Michigan,598
0,Minnesota,199
0,Mississippi,188
0,Missouri,450
0,Montana,106
0,Nebraska,93
0,Nevada,223
0,New Hampshire,55
0,New Jersey,410
0,New Mexico,254
0,New York,1049
0,North Carolina,617
0,North Dakota,35
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,684
0,Oregon,556
0,Pennsylvania,510
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,35
0,Tennessee,879
0,Texas,2752
0,Utah,157
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,896
0,West Virginia,141
0,Wisconsin,215
0,Wyoming,59
