,state,case_count
0,Alabama,295
0,Alaska,1289
0,Arizona,1055
0,Arkansas,356
0,California,3508
0,Colorado,384
0,Connecticut,215
0,Delaware,61
0,District of Columbia,52
0,Florida,1746
0,Georgia,421
0,Guam,4
0,Hawaii,241
0,Idaho,129
0,Illinois,420
0,Indiana,226
0,Iowa,109
0,Kansas,130
0,Kentucky,357
0,Louisiana,529
0,Maine,148
0,Maryland,216
0,Massachusetts,200
0,Michigan,598
0,Minnesota,201
0,Mississippi,189
0,Missouri,454
0,Montana,104
0,Nebraska,95
0,Nevada,218
0,New Hampshire,55
0,New Jersey,396
0,New Mexico,252
0,New York,1063
0,North Carolina,618
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,412
0,Oklahoma,659
0,Oregon,544
0,Pennsylvania,502
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,277
0,South Dakota,35
0,Tennessee,832
0,Texas,2803
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,345
0,Washington,876
0,West Virginia,140
0,Wisconsin,208
0,Wyoming,55
