,state,case_count
0,Alabama,64
0,Alaska,65
0,Arizona,2124
0,Arkansas,106
0,California,2946
0,Colorado,84
0,Connecticut,47
0,Delaware,31
0,District of Columbia,54
0,Florida,892
0,Georgia,260
0,Guam,3
0,Hawaii,68
0,Idaho,21
0,Illinois,424
0,Indiana,53
0,Iowa,18
0,Kansas,25
0,Kentucky,84
0,Louisiana,148
0,Maine,28
0,Maryland,354
0,Massachusetts,201
0,Michigan,344
0,Minnesota,48
0,Mississippi,70
0,Missouri,113
0,Montana,14
0,Nebraska,5
0,Nevada,303
0,New Hampshire,7
0,New Jersey,453
0,New Mexico,173
0,New York,1470
0,North Carolina,162
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,105
0,Oklahoma,114
0,Oregon,149
0,Pennsylvania,343
0,Puerto Rico,338
0,Rhode Island,25
0,South Carolina,75
0,South Dakota,3
0,Tennessee,108
0,Texas,2081
0,Utah,47
0,Vermont,7
0,Virgin Islands,2
0,Virginia,230
0,Washington,159
0,West Virginia,31
0,Wisconsin,48
0,Wyoming,9
