,state,case_count
0,Alabama,192
0,Alaska,1
0,Arizona,178
0,Arkansas,19
0,California,2883
0,Colorado,183
0,Connecticut,391
0,Delaware,6
0,District of Columbia,186
0,Florida,99
0,Georgia,305
0,Guam,0
0,Hawaii,517
0,Idaho,274
0,Illinois,71
0,Indiana,13
0,Iowa,13
0,Kansas,6
0,Kentucky,3
0,Louisiana,15
0,Maine,0
0,Maryland,3
0,Massachusetts,624
0,Michigan,193
0,Minnesota,0
0,Mississippi,1
0,Missouri,33
0,Montana,0
0,Nebraska,0
0,Nevada,347
0,New Hampshire,2
0,New Jersey,172
0,New Mexico,7
0,New York,6240
0,North Carolina,51
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,133
0,Oklahoma,134
0,Oregon,56
0,Pennsylvania,121
0,Puerto Rico,0
0,Rhode Island,0
0,South Carolina,74
0,South Dakota,0
0,Tennessee,671
0,Texas,962
0,Utah,31
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1599
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,8
