,state,case_count
0,Alabama,291
0,Alaska,1302
0,Arizona,1118
0,Arkansas,350
0,California,3664
0,Colorado,383
0,Connecticut,222
0,Delaware,64
0,District of Columbia,51
0,Florida,2373
0,Georgia,444
0,Guam,4
0,Hawaii,268
0,Idaho,132
0,Illinois,460
0,Indiana,235
0,Iowa,113
0,Kansas,132
0,Kentucky,349
0,Louisiana,513
0,Maine,149
0,Maryland,240
0,Massachusetts,223
0,Michigan,591
0,Minnesota,202
0,Mississippi,196
0,Missouri,458
0,Montana,111
0,Nebraska,86
0,Nevada,237
0,New Hampshire,61
0,New Jersey,435
0,New Mexico,257
0,New York,1043
0,North Carolina,645
0,North Dakota,39
0,Northern Mariana Islands,2
0,Ohio,429
0,Oklahoma,647
0,Oregon,562
0,Pennsylvania,524
0,Puerto Rico,26
0,Rhode Island,38
0,South Carolina,289
0,South Dakota,37
0,Tennessee,947
0,Texas,2761
0,Utah,153
0,Vermont,58
0,Virgin Islands,16
0,Virginia,356
0,Washington,910
0,West Virginia,140
0,Wisconsin,219
0,Wyoming,61
